"participant_id","autonomy","relatedness","competence","positive_affect"
19051,"Rarely","Most of the time","A little",1.5
19060,"Most of the time","Most of the time","A lot",3.333333333333
19062,"Most of the time","Most of the time","Some",4
19063,"Most of the time","Most of the time","Some",4.166666666667
19073,"Most of the time","Some of the time","Some",3.666666666667
19075,"Most of the time","Some of the time","Some",1.833333333333
19079,"Most of the time","Some of the time","Some",3.5
19082,"Most of the time","All of the time","A little",4.333333333333
19083,"Most of the time","Most of the time","Some",3.333333333333
19097,"Some of the time","Most of the time","Some",3.5
19100,"Most of the time","Some of the time","Some",3.833333333333
19104,"All of the time","Most of the time","Some",3
19105,"Most of the time","Most of the time","Some",2.333333333333
19109,"Rarely","Most of the time","Some",2.833333333333
19111,"Most of the time","Most of the time","A lot",3.666666666667
19114,"Some of the time","Most of the time","Some",1.666666666667
19122,"All of the time","Most of the time","Some",3.666666666667
19123,"Some of the time","Most of the time","Some",2
19125,"Most of the time","Most of the time","Some",3.833333333333
19131,"Some of the time","Most of the time","A lot",1.666666666667
19133,"Most of the time","Most of the time","A lot",4
19136,"Most of the time","Some of the time","Some",2.833333333333
19138,"Some of the time","Most of the time","A little",2.333333333333
19144,"Most of the time","Rarely","Some",3
19150,"Most of the time","All of the time","A lot",4
19151,"Most of the time","Most of the time","A lot",4.333333333333
19155,"Most of the time","All of the time","Some",3.166666666667
19166,"Most of the time","Most of the time","Some",2.333333333333
19168,"Some of the time","All of the time","A lot",3.833333333333
19170,"Most of the time","Most of the time","Some",4
19173,"All of the time","Never","A lot",4
19175,"Most of the time","Most of the time","Some",4.166666666667
19176,"Some of the time","Most of the time","A lot",3.166666666667
19177,"Most of the time","All of the time","A lot",5
19181,"Most of the time","Most of the time","A lot",3.333333333333
19193,"Most of the time","Most of the time","Some",4
